id_sample,sample_name,plot,rep,experiment,environment,season,measurment,sampling_identifier,Height (cm),Width (cm),Date Of Measurement,PictureOfplot,NotesOfplot,PictureOfexperiment,NotesOfexperiment,Audio
89_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,89,4,ACRE-Biomass,Late,y22,width-height,sampling-2,51,60,7/28/2022,,,,,
89_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,89,4,ACRE-Biomass,Late,y22,width-height,sampling-2,52,51,7/28/2022,,,,,
90_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,90,4,ACRE-Biomass,Late,y22,width-height,sampling-2,54,55,7/28/2022,,,,,
90_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,90,4,ACRE-Biomass,Late,y22,width-height,sampling-2,47,43,7/28/2022,,,,,
90_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,90,4,ACRE-Biomass,Late,y22,width-height,sampling-2,56,59,7/28/2022,,,,,
90_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,90,4,ACRE-Biomass,Late,y22,width-height,sampling-2,53,52,7/28/2022,,,,,
91_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,91,4,ACRE-Biomass,Late,y22,width-height,sampling-2,50,54,7/28/2022,,,,,
91_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,91,4,ACRE-Biomass,Late,y22,width-height,sampling-2,51,51,7/28/2022,,,,,
91_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,91,4,ACRE-Biomass,Late,y22,width-height,sampling-2,63,68,7/28/2022,,,,,
91_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,91,4,ACRE-Biomass,Late,y22,width-height,sampling-2,56,60,7/28/2022,,,,,
92_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,92,4,ACRE-Biomass,Late,y22,width-height,sampling-2,46,50,7/28/2022,,,,,
92_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,92,4,ACRE-Biomass,Late,y22,width-height,sampling-2,50,55,7/28/2022,,,,,
92_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,92,4,ACRE-Biomass,Late,y22,width-height,sampling-2,61,55,7/28/2022,,,,,
92_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,92,4,ACRE-Biomass,Late,y22,width-height,sampling-2,55,64,7/28/2022,,,,,
93_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,93,4,ACRE-Biomass,Late,y22,width-height,sampling-2,35,46,7/28/2022,,,,,
93_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,93,4,ACRE-Biomass,Late,y22,width-height,sampling-2,40,55,7/28/2022,,,,,
93_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,93,4,ACRE-Biomass,Late,y22,width-height,sampling-2,51,55,7/28/2022,,,,,
93_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,93,4,ACRE-Biomass,Late,y22,width-height,sampling-2,50,52,7/28/2022,,,,,
94_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,94,4,ACRE-Biomass,Late,y22,width-height,sampling-2,42,40,7/28/2022,,,,,
94_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,94,4,ACRE-Biomass,Late,y22,width-height,sampling-2,50,44,7/28/2022,,,,,
94_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,94,4,ACRE-Biomass,Late,y22,width-height,sampling-2,52,50,7/28/2022,,,,,
94_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,94,4,ACRE-Biomass,Late,y22,width-height,sampling-2,51,60,7/28/2022,,,,,
95_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,95,4,ACRE-Biomass,Late,y22,width-height,sampling-2,53,60,7/28/2022,,,,,
95_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,95,4,ACRE-Biomass,Late,y22,width-height,sampling-2,49,54,7/28/2022,,,,,
95_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,95,4,ACRE-Biomass,Late,y22,width-height,sampling-2,61,58,7/28/2022,,,,,
95_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,95,4,ACRE-Biomass,Late,y22,width-height,sampling-2,57,59,7/28/2022,,,,,
96_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,96,4,ACRE-Biomass,Late,y22,width-height,sampling-2,53,46,7/28/2022,,,,,
96_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,96,4,ACRE-Biomass,Late,y22,width-height,sampling-2,50,49,7/28/2022,,,,,
96_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,96,4,ACRE-Biomass,Late,y22,width-height,sampling-2,69,68,7/28/2022,,,,,
96_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,96,4,ACRE-Biomass,Late,y22,width-height,sampling-2,51,45,7/28/2022,,,,,
97_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,97,4,ACRE-Biomass,Late,y22,width-height,sampling-2,63,60,7/28/2022,,,,,
97_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,97,4,ACRE-Biomass,Late,y22,width-height,sampling-2,59,61,7/28/2022,,,,,
97_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,97,4,ACRE-Biomass,Late,y22,width-height,sampling-2,62,55,7/28/2022,,,,,
97_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,97,4,ACRE-Biomass,Late,y22,width-height,sampling-2,56,67,7/28/2022,,,,,
98_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,98,4,ACRE-Biomass,Late,y22,width-height,sampling-2,56,61,7/28/2022,,,,,
98_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,98,4,ACRE-Biomass,Late,y22,width-height,sampling-2,56,51,7/28/2022,,,,,
98_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,98,4,ACRE-Biomass,Late,y22,width-height,sampling-2,54,51,7/28/2022,,,,,
98_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,98,4,ACRE-Biomass,Late,y22,width-height,sampling-2,50,62,7/28/2022,,,,,
99_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,99,4,ACRE-Biomass,Late,y22,width-height,sampling-2,61,60,7/28/2022,,,,,
99_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,99,4,ACRE-Biomass,Late,y22,width-height,sampling-2,56,57,7/28/2022,,,,,
99_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,99,4,ACRE-Biomass,Late,y22,width-height,sampling-2,63,66,7/28/2022,,,,,
99_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,99,4,ACRE-Biomass,Late,y22,width-height,sampling-2,60,71,7/28/2022,,,,,
100_a_ACRE-Biomass_Late_y22_width-height_sampling-2,a,100,4,ACRE-Biomass,Late,y22,width-height,sampling-2,68,57,7/28/2022,,,,,
100_b_ACRE-Biomass_Late_y22_width-height_sampling-2,b,100,4,ACRE-Biomass,Late,y22,width-height,sampling-2,59,53,7/28/2022,,,,,
100_c_ACRE-Biomass_Late_y22_width-height_sampling-2,c,100,4,ACRE-Biomass,Late,y22,width-height,sampling-2,55,60,7/28/2022,,,,,
100_d_ACRE-Biomass_Late_y22_width-height_sampling-2,d,100,4,ACRE-Biomass,Late,y22,width-height,sampling-2,60,57,7/28/2022,,,,,
